source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/21/impeachment-react-in-markets-782877
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/219a706/2147483647/thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/20/tax-cut-rebuttal-782746
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2019-11-21/trump-fed-pick-shelton-cast-doubt-on-central-bank-independence
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://apnews.com/bf0e61feef4f4c69af35092a7a12650c
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/140963
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/candidates-views-on-the-issues/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/alexandra-glorioso
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2019/11/muzinich-private-digital-currencies-raise-democratic-concerns-3974357
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/authors/ARPhE-tuXoo/saleha-mohsin
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2019/11/21/white-house-backs-full-senate-trial-if-house-impeaches-trump-072578
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/456850326;260413802;a
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/51564
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/fed-adds-103-65-billion-to-financial-system-11574351917
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/19/what-went-wrong-with-the-tax-cut-782656
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2019/11/21/senate-moves-to-avoid-midnight-shutdown-072467
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/aae155b/2147483647/thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/11/12/path-to-removing-donald-trump-from-office-229911
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/18/capital-expenditure-blues-782604
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/11/11/michael-bloomberg-2020-history-229913
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2019/11/21/wyoming-cryptocurrency-banking-072727
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/us-china-relations
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	mailto:aweaver@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/11/10/cancer-health-care-reporter-229889
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/democratic-presidential-candidates/polls/
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://static3.politico.com/resource/assets/css/style-core.min.2120008943e4768fb45544b0c71221a1.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/president/democratic-primary/candidates/fundraising-and-campaign-finance-tracker/
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/339zuJb&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2019/11/kraninger-cfpb-to-provide-long-sought-clarity-on-abusive-practices-1829675
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/thedeciders
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/what-works
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/9f68bc0/2147483647/thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/5f20ff0/2147483647/thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	mailto:?to=&amp;subject=More on Wall Street and impeachment — USMCA could slide — Trouble for Judy Shelton&amp;body=https://www.politico.com/newsletters/morning-money/2019/11/22/more-on-wall-street-and-impeachment-782919
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2019-11-21/america-s-states-boost-spending-at-fastest-pace-since-recession?srnd=premium
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/race-forecasts-and-predictions/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/456494584;260415419;q
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/11/10/joe-arpaio-arizona-latino-activists-elected-office-229906
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/339zuJb&amp;text=More on Wall Street and impeachment&amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/ben-white
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/features/2019-11-21/-dirty-doctor-still-haunts-former-barclays-workers-in-newcastle
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/456380084;260723641;e
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2019/11/21/secret-service-spent-more-than-250k-at-trump-properties-072465
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/quote/UBSG:SW
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://regex101.com/	https://regex101.com/static/assets/apple-icon-60x60.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-57x57.png
https://regex101.com/	http://enable-javascript.com/
https://regex101.com/	https://regex101.com/tests
https://regex101.com/	https://regex101.com/static/assets/favicon-16x16.png
https://regex101.com/	https://regex101.com/static/bundle.5ef595903324c56acfd1.css
https://regex101.com/	https://regex101.com/static/assets/favicon-32x32.png
https://regex101.com/	https://regex101.com/static/manifest.json
https://regex101.com/	https://www.paypal.com/cgi-bin/webscr?cmd=_donations&amp;business=firas%2edib%40gmail%2ecom&amp;lc=US&amp;item_name=Regex101&amp;no_note=0&amp;currency_code=USD&amp;bn=PP%2dDonationsBF%3abtn_donate_SM%2egif%3aNonHostedGuest
https://regex101.com/	https://regex101.com/static/assets/apple-icon-76x76.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-144x144.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-120x120.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-152x152.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-72x72.png
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://github.com/firasdib/Regex101/issues
https://regex101.com/	https://regex101.com/static/assets/favicon-96x96.png
https://regex101.com/	https://github.com/firasdib/Regex101/wiki
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/assets/android-icon-192x192.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-180x180.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-114x114.png
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	https://regex101.com/
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-accuses-italy-australia-and-great-britain-coordinating-american-law
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/moderators-fifth-democratic-primary-debate-failed-ask-single-question-about-lgbtq-issues
https://www.mediamatters.org/	https://www.mediamatters.org/washington-post/democratic-debate-moderators-need-ask-about-lgbtq-policy
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/three-witnesses-testified-under-oath-they-were-told-state-department-contacted-sean
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cable-news-covered-santa-clarita-shooting-nearly-12-hours-less-one-hour-was-focused-gun-policy
https://www.mediamatters.org/	https://www.mediamatters.org/family-research-council/family-research-council-again-claims-pete-buttigieg-does-not-practice
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/after-being-pressured-democratic-debate-moderators-did-askaboutabortion-next-moderators-can-do
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/right-wing-media-love-debate-moderators-question-framed-around-anti-abortion-talking-point
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/fiona-hill-testified-dangers-fox-pushed-fictional-narrative-about-ukrainian-collusion
https://www.mediamatters.org/	https://www.mediamatters.org/white-nationalism/stephen-miller-emails-reveal-white-nationalist-origin-fox-news-talking-points
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/dana-loesch/pro-gun-media-falsely-claim-oklahoma-walmart-shooting-was-stopped-armed-bystander
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/andrew-mccarthy/fox-contributor-andy-mccarthy-isnt-bribery-youre-looking
https://www.mediamatters.org/	https://www.mediamatters.org/brian-kilmeade/reacting-gordon-sondlands-testimony-eric-trump-blames-impeachment-testimony-career
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/far-right-trump-defenders-blast-russia-aligned-ukrainian-lawmakers
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/family-research-council/more-half-top-us-newspapers-failed-cover-trumps-anti-lgbtq-foster-care-and
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/new-trump-surrogate-says-he-has-problem-gay-coworkers-and-homosexual-training-schools
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/george-kents-testimony-destroyed-right-wing-conspiracy-theories-central-impeachment
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/none-questions-cnns-democratic-primary-debate-were-about-climate-crisis
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/sexual-harassment-sexual-assault/forty-three-new-women-came-forward-describe-assault-and-harassment
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/major-news-organizations-amplify-trumps-lie-he-barely-knows-his-hand
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/just-6-questions-asked-during-msnbcwashington-post-debate-were-about-climate
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/right-wing-media-wrongly-cite-politico-revive-trumps-ukraine-conspiracy
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/white-house-press-briefing-now-takes-place-fox-news
https://www.mediamatters.org/	https://mediamattersforamerica.tumblr.com/
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/ny-times-gives-credence-gop-stunt-during-impeachment-hearings
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-news-contributor-ken-starr-asserts-sondlands-testimony-leaves-muddled
https://www.mediamatters.org/	https://www.mediamatters.org/l-brent-bozell/check-out-amazingly-dumb-attack-gordon-sondlands-impeachment-testimony
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/it-categorically-wrong-blame-mental-illness-mass-shootings-heres-why
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/mark-zuckerberg-and-facebook-are-willing-participants-trumps-reelection-campaign
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-warns-immigrants-will-overcrowd-america-and-crowded-countries-are
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/trump-advisory-board-member-women-should-strive-be-handmaidens-stay-out-workplace
https://www.mediamatters.org/	https://www.mediamatters.org/judicial-watch/right-wing-media-tries-smear-former-ukraine-ambassador-marie-yovanovitch
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_vUt0GK4OfEXUi5i0VJuEV9nf8bDJwmJWZVb1Ca5G1yM.css?q111pr
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/unbearable-impeachment-propaganda-foxnewscom
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/#tumblr
https://www.mediamatters.org/	https://www.mediamatters.org/tom-fitton/lou-dobbs-and-tom-fitton-praise-donald-trump-relying-rudy-giuliani-instead-lt-col
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/brian-kilmeade-implores-trump-rein-rudy-giuliani
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css?q111pr
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_ZBVNEs2JVczlRdwgwOXCHB7L17MI9_YvHqTgin9ESaY.css?q111pr
https://www.mediamatters.org/	https://www.mediamatters.org/jesse-watters/jesse-watters-mocks-fiona-hill-not-buying-conspiracy-theory-ukraine-colluded
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-dismisses-fiona-hill-so-called-ukraine-expert
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-and-cnn-have-hardly-covered-stephen-millers-white-nationalist-emails
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-attacks-trump-mega-donor-and-hand-picked-eu-ambassador-gordon
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/giuliani-associate-parnas-told-ukrainian-publication-july-his-efforts
https://www.mediamatters.org/	https://www.mediamatters.org/katie-pavlich/foxs-katie-pavlich-lies-joe-biden-did-something-illegal-when-he-demanded-firing
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/rudy-giuliani/rudy-giuliani-reveals-he-was-feeding-information-john-solomon
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/national-rifle-association/nra-board-member-shares-extremist-militia-branded-meme-blames-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/rudy-giuliani
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-apologizes-his-audience-covering-tiresome-impeachment-hearings
https://www.mediamatters.org/	https://www.mediamatters.org/john-solomon/how-conservative-writer-john-solomon-served-conduit-rudy-giulianis-ukraine-conspiracy
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/read-lt-col-alexander-vindmans-letter-asking-fox-retract-segment-smearing-him
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/how-fox-news-pushed-propaganda-about-el-paso-mass-shooting
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/georgia-democratic-debate-ideal-venue-moderators-center-abortion-rights
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-correspondent-way-its-true-president-trump-doesnt-know-gordon
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-echoes-white-house-talking-points-attacking-lt-col-alexander-vindman
https://www.mediamatters.org/	https://www.mediamatters.org/marc-thiessen/right-wing-intellectuals-defend-trump-he-too-inept-be-impeached
https://www.mediamatters.org/	https://www.mediamatters.org/ed-henry/right-wing-medias-desire-confront-trumps-accuser-fails-laugh-test
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/scorecard-how-abortion-being-discussed-during-democratic-primary-debates
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/new-york-times-parrots-trumps-no-quid-pro-quo-phone-call-defense
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-couldnt-be-better-day-president-trump-it-just-couldnt-go-any-better
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/why-fox-news-exists
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/conspiracy-theories-about-impeachment-witness-show-fox-news-has-not
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/media-coverage-trumps-attacks-somali-refugees-shows-his-racist-incitement-has-become
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/mainstream-media-are-portraying-trumps-syria-deal-cease-fire-while-fox-news-praises-it-win
https://www.mediamatters.org/	https://www.mediamatters.org/supreme-court/video-lgbtq-activists-rallied-against-workplace-discrimination-outside-supreme-court
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/foxs-alternate-reality-after-wednesdays-devastating-impeachment-testimony
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/trumps-ukraine-scandal-fox-news-story
https://www.mediamatters.org/	https://www.mediamatters.org/martha-maccallum/fox-news-wants-use-whistleblowers-identity-discredit-impeachment-theres-no-reason
https://www.mediamatters.org/	https://www.mediamatters.org/nbc/only-6-questions-first-democratic-primary-debate-were-about-climate-change-and-they-werent
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/trump-propagandist-network-one-america-news-broadcast-baseless-burisma
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/fox-news-hypes-article-about-unauthorized-edit-fisa-application-without-noting-it-did
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-friends-co-hosts-saddened-andrew-napolitano-debunks-their-impeachment
